user,time,rating,content
mooc69037470728519842,发表于 2024-01-21,5,最近毕设需要用到爬虫技术来进行多页面数据采集，看了老师的课程之后成功解决了问题，老师讲的案例清晰易懂，也很耐心细致
1背带裤1,发表于 2023-12-31,5,这套课程是以案例的方式进行对专业知识的讲解，讲解的很细致
竹子k124578824489641939,发表于 2023-12-19,5,这门课让我对Python的兴趣大大提升，原来编程并不是那么枯燥！！现在遇到问题动不动就想着能不能写个程序来解决，啊啊啊
言nn,发表于 2023-12-19,5,确实挺不错的
mooc92981281204473329,发表于 2023-12-19,5,1、老师授课时重点突出，合理使用各种教学形式，比如在重点讲解某一部分时，为了能够确保学生听懂，充分利用课堂互动，演算比较清晰，易于让学生理解的特点。 2、课堂资料充实，简单明了，使学生能够轻简单松掌握知识。 3、老师教学的另一个特点师风趣，它能用日常生活中的简单例子来解释说明课程中的一些专有名词和概念，使课堂气氛活跃课程简单易学
Artis0318,发表于 2023-12-19,5,5星，+3
mooc173767715979160385,发表于 2023-12-19,5,老师讲的非常棒
吴永邯,发表于 2023-12-19,5,老师人美心善，讲得也很易懂，爱你老师么么哒
mooc161315225558643284,发表于 2023-12-19,5,讲得非常好
mooc103350183801268455,发表于 2023-12-19,5,李老师讲的特别好
刘烈凯,发表于 2023-12-18,5,上课内容新颖，内容很有感染力
19级卫检02刘致远,发表于 2023-06-08,5,首先，Python语言是种十分优秀且高效的编程语言，其次老师讲课生动详细，通过多种实例演示来达成教学目的，过程简单易懂，对同学们进行实际操作提供了优质的指导意见，最后感谢老师们的辛勤付出，望优质课程越来越好。
学员5209kada133342636225965678,发表于 2023-06-06,5,这门Python数据爬取和可视化的课程真的很不错。我学到了如何使用Python编写爬虫程序，从各种网站上获取数据，还学会了如何使用Python的各种数据可视化库，将数据以图表等形式生动地呈现给别人。老师的讲解真的非常好，她讲得很清楚，让我能够很轻松地理解每一个知识点。而且她的课程设计也很有趣，让我觉得学习编程也不是一件有多难的事情。总的来说，这是一门值得推荐的课程，无论是对于正在学习Python的初学者，还是想深入学习Python的高级用户，都非常有用！
没有名字我好难过,发表于 2023-06-06,5,太棒了，家人们！老师讲得太好了，我哭死。
寄西风丶,发表于 2023-03-22,5,good good老师上课讲的太好了，很有趣。
我愿轻狂伴你至深沉i,发表于 2023-02-28,5,老师讲的很好，很有意思，代入感很强，建议多加几节课
学员b969kada81017895624722164,发表于 2022-05-05,5,......
樂乐～,发表于 2022-03-27,5,老师讲得很好，通俗易懂，幽默风趣，非常有耐心，使我在短短几节课掌握让我受益匪浅的课，感谢老师。
南华大学机卓1901班颜雨洁20190010407,发表于 2022-03-24,5,李老师通俗易懂又幽默的讲授，让我喜欢上了Python，以后自己也会继续更加深入了解学习这个技能，感谢老师的讲授和带领。
伏地魔老先生,发表于 2021-11-04,5,客服的服务态度很好，很耐心地解决了我的问题，宝贝质量也很棒，可以色差，下次还会回购。
F-F_,发表于 2021-11-02,5,这老师讲的是真不错，老师讲解的内容也非常通俗易懂，非常推荐
灰白衬衫,发表于 2021-11-02,5,yyds！
待如初i,发表于 2021-11-02,5,老师讲的特别好，简洁清晰，短小精悍，推荐！！！
BBi8booo,发表于 2021-11-02,5,大河弯弯向东流，就是这么牛.
mooc97204528151800317,发表于 2021-11-02,5,很棒，下次还回来
木色青鱼,发表于 2021-11-02,5,老师很棒，性格温和有耐心，上课方式很有趣，通俗易懂。
mooc97186759266349169,发表于 2021-11-02,5,晓昀老师讲的太好了，以前不会的我都会了，腰也不疼了，腿也不痛了，感觉智商都上了好几个台阶。
计算机不是有手就行??,发表于 2021-10-27,5,喜欢老师的上课方式，有钱不枯燥，课间和我们沟通交流，亦师亦友，很感激能在大学能有这样一位恩师。
mooc1466606073790,发表于 2021-10-16,5,电脑小白的我，本着试一试的心理尝试听课。几个视频下来，居然听懂了！坚持，坚持！
mooc77324684381093121,发表于 2021-09-29,5,强烈推荐此课程，老师讲的内容非常详细，想学python爬虫和可视化的同学一定要来看看
ykt66459755166177946,发表于 2021-09-29,5,初学Python这门课的时候觉得挺难的，后来在老师的帮助和指导下，渐渐发现这门课很有意思，老师很耐心，和蔼可亲，顿时学这门课有了极大的乐趣。
Brooksk1227383935156541472,发表于 2021-09-26,4,老师讲课十分认真投入，内容纲举目分，条理性很强，而且特别善于举例，让同学理论联系实际，学习起来十分轻松，而且印象深刻，收到良好的效果。老师为人和蔼，课堂能与同学们互动，营造温馨的课堂气氛。 老师治学严谨，能深入了解学生的学习，循循善诱，平易近人。
金洪范8876,发表于 2025-03-11,5,学了很多知识 对生活充满信心
mooc26926189968859430,发表于 2025-02-19,5,挺不错的 一个学习软件
fanzh,发表于 2025-02-12,5,李老师讲得真是好！
公管类230320230021卢子博,发表于 2024-12-29,5,可以看出老师很认真、很负责
mooc35787938452874661,发表于 2024-12-29,5,非常好，不错，很好
mooc142791375369115653,发表于 2024-12-29,5,很好很细心
mooc37767630386940936,发表于 2024-12-28,2,真的很好，很容易理解
Zhangjiaxiong,发表于 2024-12-28,5,很不错值得推荐
mooc27651454148760930,发表于 2024-12-28,5,内容丰富，学的东西很多
mooc46202603328577262,发表于 2024-12-27,5,这门课让我收获很多
mooc68783171458480852,发表于 2024-12-24,5,学了这门课，我从一个门外汉，居然能看懂程序运行的逻辑
爱学习的光光123,发表于 2024-12-23,5,课程设计挺好
mooc36095948778145761,发表于 2024-12-18,5,"OF ALL THE TEACHERS DURING MY STUDIES IN USC ,THIS COMPUTER TEACHER IS ONE OF THE FRIENDLIEST AND ON OF THE TEACHERS WHOSE COURSE I UNDERSTOOD BEST, AND IT'S ALSO THIS COURSE THAT I'M GOING TO MISS.THANK YOU ERIN LAOSHI AND KEEP U... 更多"
mooc37762046076885109,发表于 2024-12-18,5,"An exceptinal teacher,explains complex conceptsvery easily,not only in chinese teaches well from english too,then that was very easy for foreign students to understand.i well inspired to learn python in my future and this will m... 更多"
ykt1501580501872,发表于 2024-12-18,5,"i recently completed my python course, and i have to say it was an outstanding experience! from the very begiing, the course as well structured, making complex concepts easy to grasp. the blend of theory and practical exersice pr... 更多"
mooc36096106730367324,发表于 2024-12-18,5,"i think it is one of the best python teaching courses, espically considring that i am an international students. i think even 5 stars is not enough for the course. even the way the teacher teaches is amazing."
mooc36205155603303845,发表于 2024-12-18,5,"I learned a lot of new things from this site and the teacher did a good job,I think it is the best sourse to learn python"
mooc198883955252325975,发表于 2024-12-18,5,Awesome course. It helped me so much that i can't describe in words.Thank you for launching such a wonderful course.
mooc198208429933143004,发表于 2024-12-15,5,特别特别好，非常非常喜欢
王宇晴T2022207143,发表于 2024-11-28,5,TAIHAILEBA
牛星晢,发表于 2024-11-26,5,非常有收获
学员3cd8kada77233726854117714,发表于 2024-11-09,5,老师都很好，讲的很详细
22大数据与会计1班张艳萍,发表于 2024-11-07,5,非常好的课程
Cookiek1234160399397997971,发表于 2024-11-06,5,老师讲的非常认真细致 很有耐心 也收获了很多关于python的知识 能用到生活和学习中 给老师点赞！
不要看我不要看我,发表于 2024-11-01,5,非常不错的课程，学习效果丝毫不比线下课得效果差，老师线上回复十分及时，快速上手Python简直不要太爽，可视化的学习也是对Python语言理解的加深，更深一步理解了市面上各种各样的优美的数据大屏的来源和制作方法
北野k1231531573056873261,发表于 2024-11-01,5,上了李老师的课，才深切感受到什么叫高质量教学。老师不仅专业知识极其渊博，对课程里的每个细节都了如指掌，还能旁征博引，结合很多实际案例来讲授理论知识，这使得那些原本枯燥的内容一下子变得生动有趣起来。老师的教学方法也很灵活多样，小组讨论、课堂练习等环节让我们有更多机会去实践运用所学，大大提高了我们的学习效果。这门课程让我对这个学科有了全新的认识和浓厚的兴趣，非常感谢老师！
mooc31706497253270243,发表于 2024-11-01,5,有很多爬取技术，很好玩，推荐学习
明日晋升斗帝,发表于 2024-11-01,5,好好好好好！
mooc130394985024705539,发表于 2024-11-01,5,内容有趣丰富
君踏桃花归k1296241038960562306,发表于 2024-11-01,5,好！！！！！
小陈同学abc,发表于 2024-11-01,5,不知道该怎么评价更有趣，爬虫真的是一个很有趣的项目，有趣的老师有趣的题目，上课就像在跟老师交朋友，不论是谁都可以爱上这门课程
mooc138757176804355418,发表于 2024-11-01,5,verygood
mooc28870941770402515,发表于 2024-11-01,5,老师讲的太好了吧，人美又温柔，耐心解决问题，我学会了，yyds
清平乐.k1231533229820845974,发表于 2024-11-01,5,必须给李老师的课程点个大大的赞！老师在讲课时充满激情，这种热情很容易就感染了我们，让我们也能全身心地投入到学习当中。课程的课件制作精良，重点突出，一目了然，配合老师生动的讲解，让我们能更好地把握关键知识点。老师还特别耐心，对于同学们的疑惑总是不厌其烦地解答，直到大家都明白为止。在这门课里，我学到了很多宝贵的知识和技能，真的很幸运能遇到这样一位优秀的老师！
我是熊憨憨,发表于 2024-11-01,5,课程内容丰富，非常有趣
mooc147234896965856452,发表于 2024-11-01,5,老师授课时重点突出，合理使用各种教学形式，比如在重点讲解某一部分时，为了能够确保学生听懂，充分利用黑板推理，演算比较清晰，易于让学生接受的特点
mooc97275926301305676,发表于 2024-11-01,5,老师讲课超级有趣，性格超级好，讲的知识很清晰很容易理解，为老师打call
McAlister,发表于 2024-11-01,5,太好了，学到了很多有用的东西
fahaxikizl,发表于 2024-11-01,5,这课哪里无聊了 这课可太棒了
k1265476146274770097,发表于 2024-11-01,5,我最近参加了一门大数据爬虫课程，体验感超棒，必须要给一个大大的好评！ 课程内容丰富且极具专业性。从爬虫的基本原理开始讲起，逐步深入到各种复杂的爬取场景和技术应用。无论是对于初学者还是有一定基础的人来说，都能在课程中找到自己的提升点。对于像我这样对大数据爬虫领域感兴趣但又不知从何下手的人来说，这门课程就像是一盏明灯，照亮了我前行的道路。 授课老师非常专业且富有耐心。在讲解过程中，老师能够用通俗易懂的语言把复杂的概念解释得清清楚楚。遇到学员的问题，总是及时、耐... 更多
一川k12110000814499920926,发表于 2024-11-01,5,太棒啦！这是我上过最好的课程，老师幽默风趣，干货满满，真的太爱啦！
mooc31542375764292219,发表于 2024-11-01,5,老师讲的不错
mooc97211907587122256,发表于 2024-11-01,5,好，非常好，好爆了
mooc145407637344442104,发表于 2024-11-01,5,老师美丽又风趣，还能教我们爬小说
郑晨k12112480780150031074,发表于 2024-10-28,5,很棒的课程 受益匪浅
mooc118610668598592705,发表于 2024-10-26,5,老师讲的太棒了，受益匪浅
mooc97273874515105714,发表于 2024-10-26,5,老师的课太有趣了！！！学到了超级多知识!
mooc97273971373922647,发表于 2024-10-26,5,老师的课太有趣了！学到了超级多的东西，老师教的非常有趣！
学员4a99kada97975457451149216,发表于 2024-10-26,5,老师很好，课程很有意思，易懂
苏睆白,发表于 2024-10-26,5,老师讲的非常好，对知识点讲的很透彻，通俗易懂！
一个debu罢了,发表于 2024-10-26,5,老师课讲的非常通俗易懂，让我对于这方面的知识有了很多了解，非常的有用的一个课程
秋日私语。,发表于 2024-10-26,5,老师教的很有用
哈哈哈哈哈哈k12174221456023446889,发表于 2024-10-26,5,讲课深入人心，内容生动有趣。
mooc97196858279206335,发表于 2024-10-26,5,学到了很多有用的知识
kada75495258253810361,发表于 2024-10-26,5,老师教的特别好，要是学会了很实用
变有钱ykt11247459435891638,发表于 2024-10-26,5,老师人美心善声甜，学习的内容都学会了，通俗易懂！
苏仁龙,发表于 2024-10-26,5,很棒很棒，李老师pyhthon讲的很好
糗糗小姐*,发表于 2024-10-26,5,课程内容很好，老师讲课非常有趣
mooc32747541964829080,发表于 2024-10-26,5,好好好好好
1965387930,发表于 2024-10-26,5,这门课程设计合理，内容丰富，让我收获颇丰。授课老师知识渊博，讲解生动，使得课程更具吸引力。同时，课程针对实际应用，让我能够学以致用，对我的专业能力提升大有帮助。
肝不动啦,发表于 2024-10-26,5,老师讲的超级好，课堂也很有趣
林深4见鹿,发表于 2024-10-26,5,这门课程的内容丰富详实，涵盖了专业领域的核心知识和前沿动态。教师讲解深入浅出，很容易理解与掌握。
mooc18206836534803777,发表于 2024-10-26,5,课程生动形象，老师讲的非常好，简单切入，对python的理解又有了比较深的理解。
yjl2002,发表于 2024-10-26,5,课程非常全面
易ke圈,发表于 2024-10-19,5,老师，模块7面课程啥时候出啊！我好像等了两周都在没见更新！
CUIT2021213044徐丽娟,发表于 2024-10-06,4,讲得很详细
IHDX,发表于 2024-08-04,5,通过学习，学会了词云生成方法。课程讲解的很细致！
mooc10539841806788690,发表于 2024-06-24,5,老师的课清晰易懂
mooc10979583111209802,发表于 2024-06-19,5,老师讲解的特别细致，很容易理解
&k1220553287402456870,发表于 2024-06-19,5,老师讲的通俗易懂，教的非常有耐心，感受到学Python的乐趣
mooc10539929756331961,发表于 2024-06-19,5,老师讲的特别特别好！特别喜欢！！！
熹妃娘娘好大的阵张女士-,发表于 2024-06-19,5,老师讲的特别细致，每个知识点都讲到了，而且讲的特别好，特别容易理解。特喜欢喜欢。
iioc,发表于 2024-06-19,5,老师上课内容生动有趣，通俗易懂☺️
